Course Code,Course Name,Credit Value,Details,Prerequisites,Corequisites,Exclusion,Recommended Preparation
KPE368H1,Sport Concussion,,"This course will introduce students to the present day conceptual understanding of concussion, a form of mild traumatic brain injury, and the relevant issues related to concussion and sport or physical activity. Lectures will cover theoretical, scientific, and clinical issues pertinent to this topic, including: current clinical practices, novel scientific approaches and modalities to document and monitor recovery, emerging rehabilitation strategies, as well as long-term health effects. The course content has been designed to provide students with the understanding and knowledge in preparation for research, teaching, coaching, or work in health care settings.","['KPE260H1', 'KPE264H1']",,,
KPE369H1,Human Physiology II,,"This course is the complement to Human Physiology I and serves as an introduction to the fundamental principles of endocrinology, gastrointestinal and renal physiology, water and electrolyte balance, reproduction, immune function and the special senses. Physiological mechanisms underlying pathologies related to these systems will be explored. Additionally, scientific racism will be discussed, including examples relevant to the physiological topics covered. In conjunction with KPE260H1, this course will be of interest to those applying to second entry health sciences programmes and/or those wishing to extend their foundational knowledge of human physiology.",['ANA126Y1'],,"['PSL201Y1', 'PSL300H1', 'PSL301H1', 'BIOC32H3', 'BIOC33H3', 'BIOC34H3', 'BIO210Y5', 'BIO208H5', 'BIO209H5']",
KPE371H1,Lifestyle and Metabolic Disease,,"This course examines the metabolic dysregulation that occurs in adults with obesity, insulin resistance and type 2 diabetes. Special focus is on the underlying changes in carbohydrate and fat metabolism at the whole-body and tissue level (e.g., in blood, muscle and adipose) and how lifestyle strategies (e.g., acute or chronic exercise, dietary changes) can prevent and/or treat these metabolic diseases. Research-related skills and knowledge on topics of interest will be developed through analysis of peer-reviewed literature, written assignments and/or oral presentations. Special topics may also be presented.",['KPE264H1'],,,
KPE372H1,Injury and Orthopaedic Biomechanics,,"This course is designed to expose students to the theory and application of injury and orthopaedic biomechanics. We will explore and quantify the underlying mechanics and behavior of musculoskeletal (MSK) tissues, how these tissues adapt to external loads, and how they fail and become injured. Time will be dedicated to assessing MSK epidemiology and interpreting injury prediction statistical models. This course will also introduce students to orthopaedic treatments (e.g., joint replacement, soft tissue reconstructions, etc.) for common injuries and diseases and how these interact mechanically with the MSK system to promote healing and improved mobility. Students will learn about the various research methods that are used to determine the biomechanical properties of biological tissues and orthopaedic devices; students will determine how to use these data to make informed decisions regarding the efficacy and appropriate application of these interventions.",['KPE263H1'],,,
KPE380H1,Advanced Assessment and Exercise Program Design,,"Theoretical concepts specific to the assessment of mobility, physical literacy and fitness, and the design of personalized exercise programs will be explored. Through a combination of teaching styles, real-life case studies, small and large group activities, and hands-on experiences, students will be given an opportunity to identify and interpret the unique needs of healthy populations so that personalized exercise solutions can be created. An emphasis will also be placed on communication and students’ ability to think critically and problem-solve.","['KPE280H1', 'KPE282H1', 'KPE281H1', 'KPE282H1']",,,
KPE390Y1,Directed Research,,"Under the guidance of a faculty member, accepted students participate in a research project related to the study of physical activity and health. The student and supervising faculty member collaborate on defining the research question, collecting and analyzing data, and interpreting the findings. At the end of the course, students submit an extensive research paper and present their research at the annual Bertha Rosenstadt National Undergraduate Research Conference. Students are also required to attend some classes/workshops to assist them with the research projects. *Notes regarding KPE390Y1, KPE490Y1 and KPE495H1:1. For permission to enrol a student must: a) Obtain course information and application forms from Registrar’s Office website. Application forms are available in the spring for the following academic year. b) Find a faculty advisor. c) Complete the pre-requisite form (may do so with faculty advisor if desired). d) Complete advisor-student agreement form together with faculty advisor. e) Submit both prerequisite and student-advisor agreement form together to Registrar’s Office for review and approval by course coordinator. 2. Nominal funding may be available to subsidize some costs of KPE390Y1/KPE490Y1/KPE495H1 projects. See the course information package for application guidelines. **Please note that each faculty member can accept only a limited number of students.","['KPE290H1', 'KPE291H1', 'Complicated']",,,
KPE400H1,"Ethics & Power in Kinesiology, Physical Education and Health Fields",,"The major presupposition of this course is that graduates who pursue careers in the broad fields of kinesiology, physical education and health – teaching, fitness and lifestyle counseling, coaching, medicine, health sciences or research – will be in positions of social responsibility and leadership in society. This course will initiate discussions about developing decolonial ethics through three intersecting dimensions: (a) the importance of reflection, vulnerability, and nonjudgmental communication, (b) the necessity to resist domination and colonial forces, and (c) the work needed to create new, alternative relationships. We take up the challenge of courageously creating ethical spaces and developing an ethical self that can respond intellectually, politically and personally to ethical dilemmas in social, political and cultural life. Selected theories and case studies will be examined, analyzed, and evaluated.","['KPE100H1', 'KPE200H1', 'Complicated']",,,
KPE401H1,International Development through Sport,,"Increasingly, sport and physical activity are recognized and utilized as tools of international development. From refugee assistance and conflict resolution to programs targeting economic growth and HIV/AIDS, a host of development initiatives use sport-based programs to meet their goals. The purpose of this course is to examine—theoretically, empirically, and critically—the development through sport / sport for development and peace (DTS / SDP) movement. It is important to consider these social and political issues in order both to problematize the DTS movement and to assist and challenge future DTS volunteers.",['KPE200H1'],,,
KPE403H1,"Gender/s, Sexualities and Sport",,"This course will examine historical and contemporary conceptions and experiences of gender/s and sexualities in sport and physical culture. We will address the complexities of gender/s and sexualities paying attention to how normativity and intersectionality (e.g., how gender and sexuality intersect with race, colonialism, class, disability) enable and constrain people’s sense of belonging in sport and physical activity. Discourses, representations and practices of masculinity, femininity, homophobia, heterosexism, and homonormativity are interrogated using feminist, post-colonial and anti- oppression theories. Drawing from key critical literatures, film/documentaries, policy and research, we will consider the ways in which gender/s and sexualities have been governed in sports and physical culture, and how differential power relations continue to shape people’s understanding of, and attitudes towards, gender-non-conforming bodies, athletes and activists in sport and physical activity, and limit what is possible for LGBTQ+ individuals and communities. We will consider what needs to be done to create the conditions in which participation in sport and physical activity enables the kind of social justice, caring and ethical relations though which a multiplicity of gender and sexuality identifications are allowed to flourish.","['KPE100H1', 'KPE200H1']",,,
KPE404H1,"Illness, Disease and Physical Culture",,"This senior course in physical cultural studies attends to and examines the existential and cultural dimensions of illness, disease and suffering in society. Taking both the personal (i.e., embodied, emplaced and performative) experience and institutional organization of illness as its broad focus, the course theoretically and empirically interrogates how socially problematic forms of embodiment, self-constructions through disease processes, illness and individual affect, strained interpersonal relations through illness, bodies in physical and social recovery, and cultural representations of ‘bad bodies’ are poorly understood within kinesiology proper. Particular attention in this course is given to how bodies and associated selves at the fringe of medically defined ‘health’/kinesiological parameters are positioned as pathological, contra-normative, at risk or in need of repair and restitution. Central theoretical and conceptual questions regarding what constitutes health and wellbeing are addressed against the lived cultural realities of people with movement and physical activity challenges and limitations. Topics in the course may include, but are not limited to, doing physical activity as a diseased person, the social organization of rehabilitative medicine in sport and physical cultures, athletes living with/recovering from physical trauma and mental illnesses, patient-centered movement cultures, and phenomenological accounts of the illness, disease and dying processes.","['KPE100H1', 'KPE200H1', 'KPE290H1', 'KPE291H1']",,,
KPE405H1,"Race, Indigeneity and Physical Culture",,"In this course we will refer to race as a remnant of colonialism, an effect of social practices, and a shifting, performed identity. We explore the ways that fantasies of the history of Canada as a tolerant and multicultural nation hide truths about racism in this country and construct race and indigeneity in everyday life. This course examines how and why ’race’ matters so intensely and the ways ‘race’ is produced and policed, ultimately enabling and empowering some bodies and movements, while oppressing others within physical cultures. Myths of race as a biological category will be debunked. We will explore a wide range of topics including Black masculinities and Black diasporas, access to sport for Asians and anti-Asian racism, the (in)visibility of Indigenous peoples in Canadian sport; religious (in)tolerance, and White privilege. We will read theoretical and empirical chapters and articles and discuss how socio-economic, ableist, and gendered practices of differentiation produce race categories. Last, we will elaborate our roles in creating more equitable and democratic spaces for all athletes and people. KPE405H1 will not only improve engagement with social justice issues, but also ameliorate communication skills and intercultural competencies particularly related to indigeneity, diaspora, equity, and anti-racism in sport.",['KPE200H1'],,,
KPE407H1,Maltreatment in Youth Sport,,"Participation in sport for youth has been associated with physical, social, emotional, and cognitive benefits. The attainment of positive developmental outcomes through sport participation is influenced by factors including the manner in which sport organizations design and deliver programs and the type of relationships youth experience. Although sport participation for youth has the potential to foster developmental benefits, not all youth have positive sport experiences. In fact, as issues of athlete maltreatment in youth sport, including physical, emotional, and sexual abuse as well as neglect continue to emerge throughout research and media outlets, it may be argued that sport is not designed and delivered in ways that meet the psychosocial needs of young people. In order to optimize the sport experiences of youth athletes, it is important that stakeholders are aware of the potential for these negative experiences and are educated about ways in which to foster more developmentally appropriate sport. In this course students will be introduced to concepts, theories and ideologies regarding psychosocial development as well as youth maltreatment and protection as they apply to sport. Students will have the opportunity to critically discuss issues of maltreatment within youth sport and will be challenged to critique present research in addition to educational/policy initiatives intended to safeguard youth and foster positive development. Moreover, students will learn about organizational philosophies, coach and parent education, and relationships in sport with the intention of understanding how such factors may stimulate a youth sport environment conducive to maltreatment, thus hindering athletes’ psychosocial needs.",['KPE220H1'],,,
KPE409H1,"Sport, Physical Activity and Human Rights",,"Participants in physical education, physical activity and sport enjoy all the rights of Canadian citizens under Canadian law, including the Charter of Rights and Freedoms and provincial and territorial human rights legislation. They also enjoy the protections of the international system of human rights established by the United Nations, to which the Canadian government is a signatory. Although many of those documents specifically mention rights related to sports, the promised rights are not always protected in practice as evidenced in, for example, far too many recent cases of athlete abuse. This course examines the concepts, legal protections and failings of human rights in Canadian and international sports, and explores ways in which they could be strengthened. ",['KPE200H1'],,,
KPE421H1,The Role of Physical Activity in Girls' and Women's Health,,"This course draws upon previous course work in biophysical, behavioural and socio-cultural aspects of physical activity and links them together within the context of girls’ and women’s health across the lifespan. Particular attention will be given to how physical activity decreases the risk of disease in girls and women and how physical activity assumes a different role in health and well-being during different phases of the lifespan. Students will also be introduced to issues related to the promotion of physical activity for women, the importance of the inclusion of women and girls in research examining the impact of physical activity and the unique aspects of the response of girls and women to activity.",['KPE334H1'],,,
KPE422H1,Topics in Coaching,,"This course will introduce students to and deepen their understanding of, a variety of coaching styles, strategies and theories. Throughout the course students will be engaged in the analysis and deconstruction of successful coaching programs, in both individual and team sports. In determining the criteria of what constitutes successful coaching, the course will examine coaching at all levels and consider the obstacles and challenges in building successful coaching programs in today’s society.","['KPE200H1', 'KPE220H1']",,,
KPE423H1,Theory of Dance Performance,,"In this course students will define, research and explore essential elements of dance. These elements include dance technique, musicality, artistry, and choreography. Research and relevant experiences from other KPE courses will be integrated into the lectures and the embodied learning of the lab. Students will research staging, lighting and show production for their major project, which consists of the students choreographing and staging their own work for formal performance. This performance serves to illustrate the theoretical knowledge that the students have gained over the 12-week course.","['KPE280H1', 'KPE282H1', 'KPE281H1', 'KPE282H1']",,,
KPE426H1,Exercise & Cancer Survivorship,,"This course will examine the role of exercise and physical activity in cancer survivorship from a physiological, functional, and psychosocial perspective. The effects of exercise and physical activity on cancer will be studied across the disease continuum, including its role in cancer prevention, disease- and treatment- related symptom management, post-treatment late-effects, and palliative care. Exercise guidelines, required adaptations, appropriate fitness and outcome assessments for cancer survivors will be discussed. This course will explore contemporary approaches, facilitators, and barriers to exercise integration in clinical care within the context of oncology, as well as broader cancer survivorship issues.",['KPE220H1'],,,
KPE427H1,Health and Physical Education in the Elementary Years,,"This course provides an overview of pedagogical concepts and learning methodologies specific to elementary-aged children in physical activity and health and physical education settings. It explores in-depth the pedagogy of physical activity for the development of physical literacy through topics such as developmental milestones and needs, movement domains and competencies, Daily Physical Activity (DPA) and assessment and evaluation strategies. The concept of health literacy is also explored and applied to the health education needs of elementary-aged children. Finally, the Ontario Elementary Health and Physical Education curriculum, and controversy surrounding it, is explored through the lens of physical and health literacy development. Understanding of course content will be enhanced through tutorials where students will have an opportunity to apply course concepts in practice. Course content can be directly applied to improve physical activity instruction across a range of settings including camps, recreational physical activity programming, coaching and future health and physical education teaching.","['KPE220H1', 'KPE260H1']",,,
KPE428H1,Nutrition and Ergogenic Aids in Sport and Exercise,,"This course investigates the influence of nutritional supplements/aids on exercise performance, recovery, and/or adaptation, with an emphasis on the underlying physiological and/or biochemical mechanisms behind the effectiveness of ergogenic compounds. Students will broaden their content comprehension on topics of interest through self-directed critical analysis of current peer reviewed literature with an emphasis on knowledge dissemination in both written and oral formats. Special topics may also be presented.","['KPE290H1', 'KPE291H1', 'KPE328H1', 'NFS302H1']",,,
KPE429H1,Sport Management,,"This course will introduce students to a variety of management concepts related to managing the business of sport, with a particular focus on Canadian contexts. Topics include an understanding of sport organizations and governing bodies, the economics of sport, financial management of sport organizations, designing and administrating sports competitions. The course uses a practical approach by focusing on local, provincial and national sport organizations as case studies for analysis.",['Complicated'],,,
KPE432H1,"Legal Aspects of Sport, Recreation and Kinesiology",,"The course examines Canadian law and its application to the fields of sport, recreation and kinesiology. Students will obtain a foundational knowledge of the law and the practical skills to address legal issues as future practitioners in sport, recreation, physical education, and health care. Legal topics include contracts, regulated health professions, liability and risk management, human rights and discrimination, privacy, intellectual property, and dispute resolution. Students will obtain hands-on experience by negotiating and drafting contracts and participating in mock decision-making processes that affect legal rights and interests. Finally, students will learn about contemporary and emerging legal issues relating to safe sport, social media, e-sports, and competition fixing.","['KPE200H1', 'KPE220H1']",,,
KPE438H1,Special Topics in Kinesiology and Physical Education - Psychology of Body Image,,"This course will explore psychological theory and applications of body image in the context of kinesiology and physical education. Topics include body image conceptualization, psychosocial development, assessment, intervention, psychopathology, individual differences, and positive embodiment. The role of body image in the context of movement will be a particular focus. Implications for exercise training and testing will be considered. Upon completion of this course, students will be able to identify appropriate strategies to improve body image more generally, as well as within exercise, sport, fitness, and movement settings for a variety of populations.","['KPE290H1', 'KPE291H1']",,,
KPE442H1,Theory of Coaching part II,,"This course builds upon students’ existing knowledge and understanding of coaching that were gained in KPE342H1, and will complete the foundational knowledge and skills expected from those who are actively, or planning to be involved in coaching, teaching or instruction. The NCCP Introduction to Competition Part B is embedded into the course and students will be able to gain this nationally recognized coaching award by meeting the certification requirements. Specific areas of coaching that will be studied and discussed in this course are: Coach communication, intervention and feedback; the power differential between athlete and coach which can lead to negative behaviour; how to create a Seasonal Training Plan; Coach self-reflection; Mental practices to aid athletes.","['KPE220H1', 'KPE260H1', 'KPE261H1', 'KPE263H1']",,,
KPE455Y1,Kinesiology and Physical Education in Society,,"This course builds upon KPE350Y1/KPE355Y1 to further students’ theoretical grounding in the broader practice of Kinesiology and Physical Education in society. Topics covered in this course include, but are not limited to, emotional intelligence in the workplace, integrity in community relations, performance adaptability, diversity, creativity, ethics and professionalism, and work-life balance. Adopting a values-based approach to learning and development students will be encouraged to consider strategies for enhancing the practice of Kinesiology and Physical Education within society. As a part of this course, students will spend 100 hours in the field and will work closely with a mentor. Course evaluation activities include weekly class and tutorial sessions, written assignments, presentations, and examinations. Notes: Classroom/tutorial sessions are two hours per week in addition to field experience. For more information visit the professional placement page on our website. Please refer to the 'Fees and Financial Requirements' section of the calendar for details on ancillary fees.","['KPE350Y1', 'KPE355Y1', 'Complicated']",,['KPE450Y1'],
KPE462H1,Human Environmental Exercise Physiology,,"This course examines physiological responses, adaptations, and maladaptations of sedentary, working, and exercising humans to a variety of environmental stressors, including most or all of the following: cold and hot environments and the associated challenges to regulate body temperature; pressure changes that occur at high terrestrial altitude or underwater; acceleration forces such as the g-forces experienced by high performance aircraft pilots; air pollution; and microgravity effects experienced by those working and travelling in space. Three lecture hours per week, one laboratory exercise during regularly scheduled lecture time, and the possibility that one field trip visit may be scheduled to a research laboratory in north Toronto.","['KPE260H1', 'KPE264H1', 'KPE360H1']",,,
KPE463H1,Topics in Professional Kinesiology,,"Issues related to providing kinesiology services will be examined. There will be a focus on understanding professional practice as a registered kinesiologist. Career opportunities and their related pathways will be explored. Diverse issues such as how to integrate theory and science into practice, identification of roles and responsibilities within the health system will be explored. The role of reflection and continued professional development in professional practice will be examined. Topics to be covered may include: informed consent and screening; liability issues and scope of practice; code of conduct and the evolving role of the College of Kinesiology and professional associations; case- and problem-based learning; standards of practice; practice models; and various professional opportunities of a Registered Kinesiologist.",['KPE360H1'],,,
KPE464H1,Clinical Exercise Testing and Prescription,,"The key learning objectives of this course are to develop expertise in the theory and application of exercise testing and the prescription of exercise programming in clinical populations. The American College of Sport Medicine guidelines on risks of exercise, pre-participation screening, and testing procedures are reviewed with additional context and real-world examples provided. The focus will be on cardiorespiratory fitness and cardiovascular risk factors, but other components covered include muscular strength, endurance, and flexibility. This course includes opportunities to apply the lecture content and practice communication, clinical reasoning, and interprofessional skills in small group-based discussions of case studies. Another key learning objective is the critique and evaluation of exercise-related research to facilitate the interpretation and application of emerging research findings by exercise professionals. Lecture material will also include the timely topic of remote or home-based exercise prescription. While the focus of this course is on exercise, students will gain knowledge and practical experience that is generalizable to various areas of clinical practice. The primary clinical populations covered in class content are cardiovascular diseases, cancer and diabetes, but students will have opportunities to study other clinical populations via assignments.",['KPE360H1'],,,
KPE467H1,Cellular Physiology,,"Introduces students to topics within exercise biochemistry and cellular physiology. The course examines the factors that influence the cellular responses of skeletal muscle and other tissues to exercise and exercise-related topics. The relevance to various diseased states is often examined. Topics covered may include: atrophy, hypertrophy, genetics, techniques, cell stress, oxidative stress, aging, disease prevention, adipose tissue, muscle fiber types and other relevant topics.",['KPE264H1'],,,
KPE470H1,"Science in Sport, Health and Exercise",,"This course will provide students with detailed information on topics, examples and cases that illustrate the important role that science plays in sport, health and exercise. The importance of scientific investigation and the rigor of the scientific process will be emphasized. The course will touch on relevant and important areas of scientific investigation that have contributed to the current state of knowledge in kinesiology. Course content includes topics related to movement, fuels, energy systems, skeletal muscle adaptations, sex differences, exercise principles as well as other relevant issues.","['KPE260H1', 'KPE263H1']",,,
KPE471H1,Musculoskeletal Biomechanics,,Students will develop advanced knowledge of the force-motion relationships of tissues and structures of the musculoskeletal system. Various techniques used to investigate the mechanical function of the joints in the human body will also be discussed. Case studies will be used to explore the underlying joint mechanics and mechanisms for injury across body regions.,['KPE263H1'],,,
KPE474H1,Exercise Training and Non-Responder Physiology,,"Students in this course will explore a popular, although yet to be comprehensively explained, phenomenon in the field of physiology – the presence of responders/non-responders following an intervention. With this perspective, this course is going to explore exercise physiology by having a look at individual responses – individuals just like you and me. In particular, students will explore why some individuals have a large increase in their peak rate of oxygen consumption (VO2) following exercise training while others do not. The constituents of VO2 will be deconstructed, which will allow for detailed exploration into the cardiovascular response to exercise and how unique individual differences may impact the ability to deliver oxygen to active skeletal muscles. This course will begin to explore the application of ‘precision phenotyping’ and ‘personalized training’, as a means to optimize an intervention to the unique attributes of an individual in order to promote a healthy lifestyle, maximize performance, and/or improve quality of life. The application of endurance exercise training in relation to various physiological thresholds will also be explored. This course will allow students to further develop their working knowledge of integrative physiology, while advancing their critical thinking and reasoning skills. As a whole, students will be able to broadly incorporate information from this course into the field of Kinesiology, whether in athletes, healthy individuals, or clinical populations.",['KPE264H1'],,,
KPE490Y1,Advanced Research,,"In this course students will have an opportunity to undertake research on a topic relating to the study of physical activity and health. The faculty supervisor, selected by the student, gives counsel in defining the problem, conducting the study and preparing a research paper (thesis). In addition to submitting the research paper, students are required to attend some classes/workshops, and present their findings at the annual Bertha Rosenstadt National Undergraduate Research Conference. This course provides an opportunity for a student planning graduate study at this Faculty or elsewhere to gain experience in completing a small research study. Students may elect only one KPE490Y1 course or external equivalent. *Notes regarding KPE390Y1, KPE490Y1 and KPE495H1:1. For permission to enrol a student must: a) Obtain course information and application forms from Registrar’s Office website. Application forms are available in the spring for the following academic year. b) Find a faculty advisor. c) Complete the pre-requisite form (may do so with faculty advisor if desired). d) Complete advisor-student agreement form together with faculty advisor. e) Submit both prerequisite and student-advisor agreement form together to Registrar’s Office for review and approval by course coordinator. 2. Nominal funding may be available to subsidize some costs of KPE390Y1/KPE490Y1/KPE495H1 projects. See the course information package for application guidelines. **Please note that each faculty member can accept only a limited number of students.","['KPE390Y1', 'Complicated']",,,
KPE495H1,Independent Study,,"The purpose of the independent study is to permit students to extend beyond current course offerings and explore in detail a subject area of their choosing related to the study of physical activity and health. Students work closely with a faculty supervisor with a relevant background. Before pursuing an independent study, students are expected to have taken all the relevant courses offered by the Faculty in that sub-discipline. Students will research their topic of interest primarily through reading and writing a report on their findings. They are also required to attend some classes/workshops throughout the term and to present their reviews and/or findings at the annual Bertha Rosenstadt National Undergraduate Research Conference. Students may elect a total of no more than two half courses under KPE495H1 or external equivalents. *Notes regarding KPE390Y1, KPE490Y1 and KPE495H1: 1. For permission to enrol a student must: a) Obtain course information and application forms from Registrar’s Office website. Application forms are available in the spring for the following academic year. b) Find a faculty advisor. c) Complete the pre-requisite form (may do so with faculty advisor if desired). d) Complete advisor-student agreement form together with faculty advisor. e) Submit both prerequisite and student-advisor agreement form together to Registrar’s Office for review and approval by course coordinator. 2. Nominal funding may be available to subsidize some costs of KPE390Y1/KPE490Y1/KPE495H1 projects. See the course information package for application guidelines. **Please note that each faculty member can accept only a limited number of students.",['Complicated'],,,
ODP100H1,Outdoor Project I,,"The student will be introduced to the many forms of outdoor recreation. Emphasis will be placed on acquiring the skills for various watercraft. In addition, activities related to cooperation and leadership will be experienced.",,,,
ODP200H1,Outdoor Project II,,"This project will provide a more in-depth opportunity for students to relate to the natural physical environment and activities in the outdoors. An introduction to skills germane to wilderness travel is provided, including tripping skills, from packing to canoeing, navigation and portaging and the establishment of a campsite in a wilderness setting. Additional skills related to leadership in outdoor education will be emphasized using activities that go beyond those seen in ODP100H1.",['ODP100H1'],,,
ODP300H1,Advanced Canoe Tripping,,"This optional project follows logically from ODP200H1. Skills and experiences are provided at a more advanced level, and are then applied during a canoe trip. Emphasis will be placed on developing leadership skills in outdoor recreation. Fulfils third year requirement.",['ODP200H1'],,,
ODP301H1,White Water Canoeing,,"The experience provided in this project is focused upon white water canoeing skills and leadership. Participants are guided through manageable steps from calm waters to rapids, with careful attention to accident prevention and emergency management. Fulfils third year requirement.",['ODP200H1'],,,
ODP302H1,Fundamentals of Winter Camping,,"Through this optional project, the student will develop an appreciation of the winter environment through such pursuits as cross-country skiing, snowshoeing, etc. Special consideration will be given to heat and water loss, proper clothing, construction of winter shelters, survival methods, and improvisation of equipment. The winter experience will be three days in length, and will include an expedition and overnight stay at a carefully planned site. Fulfils third year requirement.",['ODP200H1'],,,
PAO900H1,Standard First Aid/Basic Rescuer (C),,"Students are required to provide proof of certification in at least Standard First Aid and CPR level C during their program of study. Lower level certifications (Heartsaver, Emergency First Aid) will not be accepted. The certification must be presented to the Registrar’s Office, where a copy will be filed and this course then added with credit to a student’s transcripts. Many external agencies provide such training, such as the Red Cross, St. John Ambulance, or the Royal Life Saving Society. Other WSIB certified providers are accepted. This certification is also available through instruction offered by the Faculty’s co-curricular program. The fee for any course taken to achieve First Aid and CPR certification will be at the student’s own expense.",,,,
